nmbr,location,lat,lon,carrington_lo,area,z_class,ll,nn,mag_type,date,pixel_x,pixel_y,crop_filename
0923,S06E59,-6,-59,4,450,Hkx,5,6,Alpha,2006-11-10,90.66644966106831,444.2481348453514,20061110_0923.npy
0923,S05E46,-5,-46,4,530,Hkx,6,3,Alpha,2006-11-11,156.86044599730997,448.0391977938833,20061111_0923.npy
0923,S04E34,-4,-34,3,620,Hkx,6,3,Alpha,2006-11-12,234.81576287664888,453.4490084352877,20061112_0923.npy
0923,S04E22,-4,-22,3,610,Dki,7,8,Beta,2006-11-13,325.6204894187241,451.54291434178,20061113_0923.npy
0923,S05E07,-5,-7,3,640,Cko,6,7,Beta,2006-11-14,450.4237857065886,442.1393866165903,20061114_0923.npy
0924,S07E59,-7,-59,311,70,Cao,11,3,Beta,2006-11-14,91.14606467140857,437.550153109422,20061114_0924.npy
0923,S05W05,-5,5,2,660,Cko,8,7,Beta,2006-11-15,553.4863911377937,443.00488270543855,20061115_0923.npy
0924,S08E44,-8,-44,313,40,Dso,6,3,Beta,2006-11-15,170.91937620209512,424.42556888644367,20061115_0924.npy
0925,S06E52,-6,-52,305,100,Hax,3,1,Alpha,2006-11-15,123.88000432031517,444.0460280595608,20061115_0925.npy
0923,S05W20,-5,20,4,610,Cko,6,11,Beta,2006-11-16,679.1150538182575,445.3198269546385,20061116_0923.npy
0924,S08E28,-8,-28,316,30,Dso,4,5,Beta,2006-11-16,280.6377222246117,421.162854213086,20061116_0924.npy
0925,S05E38,-5,-38,306,40,Cao,3,4,Beta,2006-11-16,207.46180509985064,449.03053774788793,20061116_0925.npy
0923,S05W33,-5,33,3,580,Cko,6,5,Beta,2006-11-17,779.2204963454949,448.5654559550293,20061117_0923.npy
0924,S08E16,-8,-16,315,50,Dao,5,5,Beta,2006-11-17,375.6071609316047,420.1902217456781,20061117_0924.npy
0925,S05E26,-5,-26,305,60,Hsx,3,2,Alpha,2006-11-17,294.67721889263623,447.2259534863314,20061117_0925.npy
0923,S05W48,-5,48,6,510,Cho,5,2,Beta,2006-11-18,876.93873064174,453.1205938315943,20061118_0923.npy
0924,S08E00,-8,0,318,40,Cao,5,4,Beta,2006-11-18,510.5770285040942,420.2575831654658,20061118_0924.npy
0925,S05E11,-5,-11,307,20,Hrx,2,2,Alpha,2006-11-18,416.47910401764767,446.2714293092341,20061118_0925.npy
0923,S05W61,-5,61,6,510,Cko,5,4,Beta,2006-11-19,941.6370569273996,457.6236176136621,20061119_0923.npy
0924,S09W15,-9,15,320,30,Cao,5,2,Alpha,2006-11-19,637.2575596214465,413.4333699893965,20061119_0924.npy
0925,S07E00,-7,0,305,40,Cso,5,3,Beta,2006-11-19,510.6407254759885,429.7258109879293,20061119_0925.npy
0923,S05W74,-5,74,5,510,Hkx,5,2,Alpha,2006-11-20,984.1808930863148,462.28974171829685,20061120_0923.npy
0924,S09W30,-9,30,321,20,Cso,1,2,Beta,2006-11-20,755.4273355153414,416.3905563272805,20061120_0924.npy
0925,S09W13,-9,13,305,20,Cso,3,4,Alpha,2006-11-20,620.9157325996407,414.2289949804709,20061120_0925.npy
0923,S06W88,-6,88,6,310,Hhx,6,1,Alpha,2006-11-21,1001.856457947457,458.5452276104052,20061121_0923.npy
0924,S09W43,-9,43,321,20,Hrx,1,1,Alpha,2006-11-21,844.4436003842011,419.8010567046935,20061121_0924.npy
0925,S07W27,-7,27,305,10,Axx,1,1,Alpha,2006-11-21,734.1548500092048,433.7947530894343,20061121_0925.npy
0924,S09W56,-9,56,321,10,Axx,1,1,Alpha,2006-11-22,916.1959513097752,423.59116820296185,20061122_0924.npy
0926,S08E73,-8,-73,140,260,Hkx,4,2,Alpha,2006-11-26,43.530809730919714,438.0648961261122,20061126_0926.npy
0926,S08E60,-8,-60,140,160,Hkx,4,2,Alpha,2006-11-27,87.22781523855735,435.7188453938885,20061127_0926.npy
0926,S08E47,-8,-47,140,250,Cko,10,6,Beta,2006-11-28,152.8468986148602,434.1132605696293,20061128_0926.npy
0927,N08E59,8,-59,128,30,Cro,3,4,Beta,2006-11-28,91.4814233868998,573.7944158568871,20061128_0927.npy
0926,S10E35,-10,-35,139,170,Cao,9,6,Beta,2006-11-29,231.59797387286028,416.3125642984385,20061129_0926.npy
0927,N10E46,10,-46,128,70,Cso,6,8,Beta,2006-11-29,160.6407031950999,589.6700041481403,20061129_0927.npy
0926,S10E19,-10,-19,141,210,Cao,8,5,Beta,2006-11-30,352.4875874851668,416.45195188842257,20061130_0926.npy
0927,N10E32,10,-32,128,120,Cai,4,8,Beta,2006-11-30,252.77076849052375,589.580840133682,20061130_0927.npy
0926,S10E09,-10,-9,138,200,Eao,11,12,Beta,2006-12-01,435.3139578879407,417.077506216637,20061201_0926.npy
0927,N10E19,10,-19,128,120,Cai,7,14,Beta,2006-12-01,352.67193419698333,589.7455735314306,20061201_0927.npy
0928,S07W32,-7,32,179,20,Cso,3,3,Beta,2006-12-01,772.6444508522978,443.88752956690416,20061201_0928.npy
0926,S09W04,-9,4,138,170,Dai,10,13,Beta,2006-12-02,546.0621883497548,426.5638151127903,20061202_0926.npy
0927,N09E06,9,-6,128,110,Dsi,6,12,Beta,2006-12-02,460.6084621521261,581.8830471844036,20061202_0927.npy
0928,S08W45,-8,45,179,30,Cso,2,3,Beta,2006-12-02,858.9502502390078,437.259194859994,20061202_0928.npy
0926,S09W18,-9,18,140,200,Eac,11,18,Beta-Gamma,2006-12-03,663.4430355868632,427.9269803967616,20061203_0926.npy
0927,N09W08,9,8,129,60,Cso,5,6,Beta,2006-12-03,580.1951574620133,583.0014375077942,20061203_0927.npy
0928,S07W58,-7,58,179,20,Hsx,1,1,Alpha,2006-12-03,928.8454843147084,447.695847131753,20061203_0928.npy
0926,S10W25,-10,25,133,180,Eao,11,11,Beta-Gamma,2006-12-04,718.4645601623064,420.6296627783253,20061204_0926.npy
0927,N08W21,8,21,129,60,Cso,4,3,Beta,2006-12-04,688.0643129011357,575.7460189788311,20061204_0927.npy
0928,S07W72,-7,72,180,20,Axx,2,2,Alpha,2006-12-04,979.0193578548964,449.3852319402749,20061204_0928.npy
0926,S10W43,-10,43,138,100,Eao,11,10,Beta,2006-12-05,845.2151105770051,422.3284097447437,20061205_0926.npy
0927,N08W35,8,35,130,60,Hax,2,1,Alpha,2006-12-05,793.9672380324241,577.1722145844878,20061205_0927.npy
0929,N02E67,2,-67,28,30,Bxo,3,2,Beta,2006-12-05,56.337350677486654,526.9991362361462,20061205_0929.npy
0926,S09W57,-9,57,138,140,Eao,11,11,Beta,2006-12-06,,,
0927,N08W50,8,50,131,80,Hsx,2,1,Alpha,2006-12-06,,,
0929,N03E54,3,-54,27,10,Bxo,5,2,Beta,2006-12-06,,,
0930,S06E72,-6,-72,9,390,Dko,4,5,Beta,2006-12-06,,,
0926,S08W70,-8,70,138,70,Eao,11,5,Beta,2006-12-07,,,
0927,N08W62,8,62,130,60,Hsx,2,1,Alpha,2006-12-07,,,
0930,S05E60,-5,-60,8,490,Dkc,7,8,Beta-Gamma-Delta,2006-12-07,,,
0926,S08W82,-8,82,137,20,Bxo,4,2,Beta,2006-12-08,,,
0927,N07W76,7,76,131,70,Hsx,2,2,Alpha,2006-12-08,,,
0930,S06E45,-6,-45,10,430,Dki,8,14,Beta-Gamma-Delta,2006-12-08,,,
0927,N08W88,8,88,130,50,Axx,1,1,Alpha,2006-12-09,22.100664769892376,442.3192106418307,20061209_0927.npy
0930,S05E32,-5,-32,10,420,Cko,8,11,Beta-Gamma,2006-12-09,773.3995558350279,553.9734746444904,20061209_0930.npy
0930,S04E19,-4,-19,10,380,Cko,6,3,Beta,2006-12-10,672.2903543079009,544.2328410204447,20061210_0930.npy
0930,S05E06,-5,-6,9,440,Cki,7,13,Beta-Gamma-Delta,2006-12-11,562.719397415092,551.7313864936009,20061211_0930.npy
0930,S05W07,-5,7,9,480,Dki,7,18,Beta-Gamma-Delta,2006-12-12,450.56483872272,550.6458685102958,20061212_0930.npy
0930,S06W21,-6,21,10,680,Dki,8,17,Beta-Gamma-Delta,2006-12-13,333.7327600407556,558.4866033887671,20061213_0930.npy
0930,S05W33,-5,33,9,670,Dki,8,11,Beta-Gamma-Delta,2006-12-14,241.2985958003797,549.3667452061889,20061214_0930.npy
0930,S05W47,-5,47,10,620,Dkc,7,13,Beta-Gamma-Delta,2006-12-15,149.27193197665753,549.5536376013508,20061215_0930.npy
0930,S06W59,-6,59,9,550,Dki,9,9,Beta-Gamma-Delta,2006-12-16,87.67304683477744,558.776057575609,20061216_0930.npy
0930,S06W72,-6,72,7,480,Dkc,8,10,Beta-Gamma-Delta,2006-12-17,42.32439571909566,560.1269045938348,20061217_0930.npy
0930,S06W88,-6,88,10,230,Dkc,12,1,Beta-Gamma-Delta,2006-12-18,19.53866773746876,562.5788110292515,20061218_0930.npy
0931,S08E55,-8,-55,122,10,Axx,1,1,Alpha,2006-12-26,913.62908547377,569.2830195288261,20061226_0931.npy
0932,S07E35,-7,-35,142,20,Cso,4,10,Beta,2006-12-26,793.3078679974113,556.0592568590362,20061226_0932.npy
0931,S08E39,-8,-39,125,10,Axx,1,1,Alpha,2006-12-27,820.2373375042623,564.64673383408,20061227_0931.npy
0932,S07E21,-7,-21,143,20,Cso,4,4,Beta,2006-12-27,687.0368305139383,552.915133196883,20061227_0932.npy
0931,S07E27,-7,-27,123,10,Axx,1,1,Alpha,2006-12-28,734.2941682635121,552.8024543993192,20061228_0931.npy
0932,S08E08,-8,-8,142,10,Bxo,4,2,Beta,2006-12-28,578.4829985753572,559.3984353513098,20061228_0932.npy
0933,S04E78,-4,-78,33,60,Axx,1,1,Alpha,2006-12-31,995.3844561156498,540.5291972299495,20061231_0933.npy
0933,S03E66,-3,-66,32,210,Cao,9,4,Beta,2007-01-01,963.9154239382,526.6309592539544,20070101_0933.npy
0934,N04E64,4,-64,34,50,Cro,3,4,Beta,2007-01-01,956.1132973409495,465.27974742600986,20070101_0934.npy
0933,S05E52,-5,-52,32,220,Dso,8,6,Beta,2007-01-02,900.6608342118672,538.0432042650039,20070102_0933.npy
0934,N03E51,3,-51,33,40,Hax,2,2,Alpha,2007-01-02,896.2028702890358,468.3919587745367,20070102_0934.npy
0933,S03E40,-3,-40,31,290,Dao,9,6,Beta,2007-01-03,829.6754603060444,515.9771767005399,20070103_0933.npy
0934,N05E38,5,-38,33,40,Hax,2,4,Alpha,2007-01-03,815.4271299261786,446.131086725673,20070103_0934.npy
0933,S04E27,-4,-27,31,310,Cho,9,5,Beta,2007-01-04,735.0788206953939,520.3225338662788,20070104_0933.npy
0934,N04E24,4,-24,34,20,Hrx,1,2,Alpha,2007-01-04,711.5731339908217,450.341141807398,20070104_0934.npy
0935,S06E51,-6,-51,7,240,Hhx,3,1,Alpha,2007-01-04,894.5205140195949,545.0380795485311,20070104_0935.npy
0933,S04E13,-4,-13,32,220,Dao,6,4,Beta,2007-01-05,621.4020578196127,517.0006775716245,20070105_0933.npy
0934,N04E11,4,-11,34,30,Hsx,1,1,Alpha,2007-01-05,604.4228238505184,447.4286811829921,20070105_0934.npy
0935,S06E37,-6,-37,8,270,Hhx,4,1,Alpha,2007-01-05,807.8673693800395,539.4779533837961,20070105_0935.npy
0933,S03E00,-3,0,33,250,Dao,10,11,Beta,2007-01-06,509.5009324246971,506.5938714198994,20070106_0933.npy
0934,N04W02,4,2,35,20,Hrx,1,1,Alpha,2007-01-06,492.1634864064401,445.949429526143,20070106_0934.npy
0935,S05E24,-5,-24,9,240,Hax,3,1,Alpha,2007-01-06,711.4521918200085,526.5542002743393,20070106_0935.npy
0933,S04W14,-4,14,33,170,Cao,9,2,Beta,2007-01-07,389.34122196518894,515.2814612069104,20070107_0933.npy
0934,N03W14,3,14,33,10,Hrx,1,2,Alpha,2007-01-07,389.2144627747717,454.5619284265053,20070107_0934.npy
0935,S06E10,-6,-10,9,220,Hax,4,1,Alpha,2007-01-07,595.5370485866281,532.1458765526485,20070107_0935.npy
0936,N10E41,10,-41,338,20,Hrx,1,2,Alpha,2007-01-07,831.4819791450129,401.3848921093585,20070107_0936.npy
0933,S05W27,-5,27,33,180,Hkx,4,2,Alpha,2007-01-08,284.5461492699686,525.6279978858141,20070108_0933.npy
0934,N04W28,4,28,34,10,Axx,1,1,Alpha,2007-01-08,276.5822088679189,447.89840699886577,20070108_0934.npy
0935,S07W02,-7,2,8,250,Cho,3,2,Beta,2007-01-08,492.2318264076391,539.4331694010142,20070108_0935.npy
0936,N09E28,9,-28,338,10,Axx,1,1,Alpha,2007-01-08,740.5973645234038,404.9889241769754,20070108_0936.npy
0933,S05W44,-5,44,37,230,Cki,7,8,Beta,2007-01-09,165.7261813614619,530.5113045108401,20070109_0933.npy
0935,S07W16,-7,16,9,250,Hkx,3,1,Alpha,2007-01-09,373.1606530648894,539.7562818031474,20070109_0935.npy
0936,N10E15,10,-15,338,10,Axx,1,1,Alpha,2007-01-09,636.3694556648483,392.9213490295064,20070109_0936.npy
0937,S14E07,-14,-7,346,20,Cso,4,2,Beta,2007-01-09,568.3032552408691,599.0596077806931,20070109_0937.npy
0933,S06W56,-6,56,36,310,Dhi,5,5,Beta,2007-01-10,100.54124917265398,543.981497503638,20070110_0933.npy
0935,S08W28,-8,28,8,250,Hhx,3,1,Alpha,2007-01-10,278.17312713252204,550.2140974479792,20070110_0935.npy
0937,S12W06,-12,6,346,20,Bxo,5,5,Beta,2007-01-10,458.47119570873485,580.9388270866075,20070110_0937.npy
0933,S04W70,-4,70,37,230,Cao,5,5,Beta,2007-01-11,45.51215958635822,533.814400538392,20070111_0933.npy
0935,S07W41,-7,41,8,230,Hhx,3,1,Alpha,2007-01-11,186.0273926937313,545.2436770869615,20070111_0935.npy
0937,S14W21,-14,21,348,20,Cso,3,3,Beta,2007-01-11,336.4987037115849,599.3018571639435,20070111_0937.npy
0933,S05W84,-5,84,38,100,Hhx,6,2,Alpha,2007-01-12,20.150855384898307,550.6672419575985,20070112_0933.npy
0935,S08W54,-8,54,8,160,Hhx,4,1,Alpha,2007-01-12,112.11789115381896,559.1781463281899,20070112_0935.npy
0936,N14W04,14,4,318,10,Axx,1,1,Alpha,2007-01-12,475.7923062809133,355.7999589571458,20070112_0936.npy
0937,S14W36,-14,36,350,20,Hsx,1,1,Alpha,2007-01-12,226.0975571256028,602.8184948539908,20070112_0937.npy
0933,S06W90,-6,90,34,110,Hax,4,1,Alpha,2007-01-13,18.56224143662297,562.9936845500649,20070113_0933.npy
0935,S08W67,-8,67,7,190,Hsx,4,1,Alpha,2007-01-13,57.97050399768028,565.856799297258,20070113_0935.npy
0937,S14W49,-14,49,349,10,Hsx,1,1,Alpha,2007-01-13,145.98852255559507,607.5638581404212,20070113_0937.npy
0935,S08W81,-8,81,8,190,Hax,3,1,Alpha,2007-01-14,26.09146425566269,574.2759110515021,20070114_0935.npy
0937,S14W62,-14,62,349,20,Axx,1,1,Alpha,2007-01-14,84.98584764127628,613.8073283246742,20070114_0937.npy
0938,N02E61,2,-61,226,110,Dso,5,4,Beta,2007-01-14,945.039001916498,475.2366115361144,20070114_0938.npy
0935,S08W94,-8,94,8,60,Hax,1,1,Alpha,2007-01-15,22.230799075176375,582.7630049427778,20070115_0935.npy
0938,N02E48,2,-48,226,120,Dso,5,6,Beta,2007-01-15,879.5869206684301,467.5931220798472,20070115_0938.npy
0938,N02E35,2,-35,226,90,Dso,7,6,Beta,2007-01-16,795.1444233812427,461.02379653359975,20070116_0938.npy
0938,N02E22,2,-22,226,60,Dso,7,8,Beta,2007-01-17,696.0210740303032,455.9182514659173,20070117_0938.npy
0938,N03E10,3,-10,224,10,Bxo,6,7,Beta,2007-01-18,595.6820171616573,444.1262532052413,20070118_0938.npy
0938,N01W06,1,6,227,30,Bxi,12,13,Beta,2007-01-19,457.21806074872575,460.2030218920655,20070119_0938.npy
0938,N07W13,7,13,221,30,Cro,12,5,Beta,2007-01-20,398.16108910044994,408.7915110876232,20070120_0938.npy
0938,N04W27,4,27,222,20,Axx,2,3,Alpha,2007-01-21,284.0978042013119,437.3844867472558,20070121_0938.npy
0939,S03W17,-3,17,212,100,Cai,4,8,Beta,2007-01-21,363.9938230615082,494.9665092070613,20070121_0939.npy
0939,S04W30,-4,30,212,110,Dac,5,8,Beta,2007-01-22,261.3442981433934,506.989272150449,20070122_0939.npy
0939,S04W43,-4,43,212,120,Dso,5,13,Beta,2007-01-23,171.68757143838835,512.488602881321,20070123_0939.npy
0939,S03W55,-3,55,210,170,Dai,6,8,Beta,2007-01-24,103.9063668270668,510.5895586463173,20070124_0939.npy
0939,S04W69,-4,69,211,160,Dao,6,5,Beta,2007-01-25,48.65453880695577,528.9549555173003,20070125_0939.npy
0939,S06W83,-6,83,212,60,Axx,2,1,Alpha,2007-01-26,21.978716287988107,557.1372582401103,20070126_0939.npy
0940,S06E77,-6,-77,39,120,Hax,1,1,Alpha,2007-01-27,992.072559127775,551.6764611591943,20070127_0940.npy
0940,S06E62,-6,-62,41,170,Hax,4,1,Alpha,2007-01-28,,,
0940,S06E49,-6,-49,40,180,Dao,7,3,Beta,2007-01-29,,,
0940,S05E35,-5,-35,41,240,Dso,6,6,Beta,2007-01-30,,,
0941,S09E69,-9,-69,7,110,Hsx,5,1,Alpha,2007-01-30,,,
0940,S04E21,-4,-21,42,280,Dao,7,12,Beta,2007-01-31,,,
0941,S06E56,-6,-56,7,130,Hsx,3,1,Alpha,2007-01-31,,,
0940,S04E09,-4,-9,41,290,Dsi,10,11,Beta,2007-02-01,,,
0941,S08E43,-8,-43,7,150,Hhx,3,1,Alpha,2007-02-01,,,
0940,S04W06,-4,6,43,290,Dso,7,10,Beta,2007-02-02,,,
0941,S07E29,-7,-29,8,150,Hsx,2,1,Alpha,2007-02-02,,,
0940,S04W19,-4,19,43,250,Dhi,8,15,Beta,2007-02-03,348.18197803512487,494.880096954241,20070203_0940.npy
0941,S07E17,-7,-17,7,140,Hsx,3,1,Alpha,2007-02-03,654.1872456831263,520.2247578442638,20070203_0941.npy
0940,S04W31,-4,31,41,210,Dai,8,14,Beta,2007-02-04,254.44302095580525,499.10077029036216,20070204_0940.npy
0941,S07E04,-7,-4,6,140,Hax,2,1,Alpha,2007-02-04,544.1866298451788,517.4690628771854,20070204_0941.npy
0940,S05W44,-5,44,41,190,Dso,7,7,Beta,2007-02-05,166.3246786809621,514.7887978794586,20070205_0940.npy
0941,S07W10,-7,10,7,120,Hsx,3,1,Alpha,2007-02-05,424.0341837230224,517.6276287187403,20070205_0941.npy
0940,S05W58,-5,58,43,180,Cao,7,4,Beta,2007-02-06,91.34112766289049,524.7943152692379,20070206_0940.npy
0941,S07W22,-7,22,7,120,Hsx,3,1,Alpha,2007-02-06,325.1927876510445,520.2645176773437,20070206_0941.npy
0940,S05W71,-5,71,43,130,Cso,5,2,Beta,2007-02-07,44.02074080797775,535.7959052410545,20070207_0940.npy
0941,S07W35,-7,35,7,190,Hsx,3,1,Alpha,2007-02-07,227.3973016387237,525.7434584892025,20070207_0941.npy
0940,S05W84,-5,84,43,120,Hax,2,1,Alpha,2007-02-08,20.672529844170867,547.9438865582949,20070208_0940.npy
0941,S07W48,-7,48,7,120,Hsx,2,2,Alpha,2007-02-08,144.15568996714586,533.6958712583385,20070208_0941.npy
0940,S05W97,-5,97,43,120,Hsx,2,1,Alpha,2007-02-09,22.30348104436337,560.5497944870252,20070209_0940.npy
0941,S07W61,-7,61,7,110,Hsx,2,1,Alpha,2007-02-09,79.8978688515,543.6912305540092,20070209_0941.npy
0941,S07W75,-7,75,7,110,Hsx,2,1,Alpha,2007-02-10,35.94944527807036,556.2153196561299,20070210_0941.npy
0941,S07W89,-7,89,8,120,Hsx,2,1,Alpha,2007-02-11,20.25494165113253,569.7821927716186,20070211_0941.npy
0942,S13E69,-13,-69,131,60,Cao,3,2,Beta,2007-02-17,,,
0942,S11E55,-11,-55,132,20,Hsx,1,1,Alpha,2007-02-18,909.50454309634,570.6183898447046,20070218_0942.npy
0942,S12E41,-12,-41,133,40,Cso,3,2,Beta,2007-02-19,829.2269592094008,568.2978535792325,20070219_0942.npy
0942,S12E28,-12,-28,132,60,Cso,2,3,Beta,2007-02-20,738.8054394852378,560.4749784432726,20070220_0942.npy
0943,S12E04,-12,-4,156,50,Cao,3,3,Beta,2007-02-20,544.7419254000575,553.6988563496535,20070220_0943.npy
0942,S11E15,-11,-15,132,40,Bxo,2,4,Beta,2007-02-21,636.8846163460322,546.6663385008649,20070221_0942.npy
0943,S12W10,-12,10,157,40,Bxo,3,3,Beta,2007-02-21,426.4800782175,554.2070965506269,20070221_0943.npy
0942,S11E05,-11,-5,129,50,Dso,9,4,Beta,2007-02-22,553.3837463052497,544.5975894451818,20070222_0942.npy
0942,S10W09,-10,9,130,20,Bxo,8,4,Beta,2007-02-23,434.3777640161899,536.2337369314289,20070223_0942.npy
0944,S10E75,-10,-75,46,120,Hsx,3,1,Alpha,2007-02-23,981.5925359412486,580.2129920147379,20070223_0944.npy
0942,S11W26,-11,26,133,10,Axx,1,1,Alpha,2007-02-24,297.7337711483334,550.0593824110251,20070224_0942.npy
0944,S03E61,-3,-61,46,110,Hsx,3,1,Alpha,2007-02-24,943.4540074443188,506.5275041292784,20070224_0944.npy
0944,S07E49,-7,-49,44,90,Hsx,3,1,Alpha,2007-02-25,882.0262674541516,530.2523397411578,20070225_0944.npy
0944,S08E37,-8,-37,43,110,Hsx,3,2,Alpha,2007-02-26,806.4351916337171,529.9813066768313,20070226_0944.npy
0944,S07E22,-7,-22,45,110,Hkx,3,1,Alpha,2007-02-27,,,
0945,S06E60,-6,-60,7,20,Hsx,2,1,Alpha,2007-02-27,,,
0944,S06E11,-6,-11,43,100,Hsx,2,1,Alpha,2007-02-28,605.3238988841888,501.1355299793697,20070228_0944.npy
0945,S05E48,-5,-48,6,20,Axx,1,2,Alpha,2007-02-28,877.6722504025056,511.9485438819021,20070228_0945.npy
0944,S06W04,-6,4,45,100,Hsx,2,1,Alpha,2007-03-01,477.0984294862615,500.0317013431231,20070301_0944.npy
0945,S05E34,-5,-34,7,30,Axx,1,1,Alpha,2007-03-01,787.2535872572505,501.9167044489693,20070301_0945.npy
0944,S06W17,-6,17,45,90,Hsx,2,1,Alpha,2007-03-02,367.4100766211832,502.51566086052713,20070302_0944.npy
0944,S05W30,-5,30,44,90,Hsx,3,1,Alpha,2007-03-03,,,
0945,S07E11,-7,-11,3,70,Dao,2,2,Beta,2007-03-03,,,
0944,S06W43,-6,43,44,90,Hsx,2,1,Alpha,2007-03-04,176.16413081888584,516.4382320474414,20070304_0944.npy
0944,S06W57,-6,57,45,60,Hax,2,1,Alpha,2007-03-05,99.70759965522706,528.0342438814902,20070305_0944.npy
0945,S06W17,-6,17,5,10,Axx,3,3,Alpha,2007-03-05,367.9094456430679,502.3524666882402,20070305_0945.npy
0944,S05W70,-5,70,45,60,Hsx,2,2,Alpha,2007-03-06,,,
0945,S06W30,-6,30,5,20,Dro,3,5,Beta,2007-03-06,,,
0944,S07W84,-7,84,46,20,Axx,1,1,Alpha,2007-03-07,997.6573560171616,457.92283719020105,20070307_0944.npy
0945,S06W43,-6,43,5,30,Bxo,2,5,Beta,2007-03-07,846.1546801520501,505.4008238111363,20070307_0945.npy
0945,S07W56,-7,56,4,10,Axx,1,1,Alpha,2007-03-08,917.3334613672986,486.1013959292464,20070308_0945.npy
0946,N10W46,10,46,315,30,Bxo,5,6,Beta,2007-03-11,860.6311373389326,638.7069791682079,20070311_0946.npy
0946,N10W59,10,59,315,70,Dso,5,4,Beta,2007-03-12,927.1333804807936,627.494073658052,20070312_0946.npy
0946,N07W72,7,72,315,20,Hsx,2,1,Alpha,2007-03-13,975.718360227168,589.609788273481,20070313_0946.npy
0947,S13W60,-13,60,158,20,Cso,3,4,Beta,2007-03-24,924.9521470039716,430.5806002583276,20070324_0947.npy
0947,S14W74,-14,74,159,20,Hsx,1,1,Alpha,2007-03-25,968.2677915784489,409.2961772627526,20070325_0947.npy
0947,S15W86,-15,86,158,10,Axx,1,1,Alpha,2007-03-26,983.133139608615,389.3684831328949,20070326_0947.npy
0948,S02W44,-2,44,103,30,Dao,4,7,Beta,2007-03-27,851.1150517139251,536.1739922625991,20070327_0948.npy
0948,S02W56,-2,56,102,20,Axx,1,1,Alpha,2007-03-28,916.836522270457,526.6448848198238,20070328_0948.npy
0948,S02W70,-2,70,103,10,Axx,1,1,Alpha,2007-03-29,970.7224381303116,513.9637979928733,20070329_0948.npy
0949,N07E62,7,-62,331,70,Hax,3,2,Alpha,2007-03-29,81.24781859560835,596.9968323592279,20070329_0949.npy
0949,N06E48,6,-48,331,40,Cso,4,4,Beta,2007-03-30,147.9019758691802,599.8437959531065,20070330_0949.npy
0949,N07E34,7,-34,332,10,Bxo,3,3,Beta,2007-03-31,237.681287109958,617.0015564709033,20070331_0949.npy
0949,N06E21,6,-21,332,20,Cso,5,5,Beta,2007-04-01,334.90865523418506,614.2090993408675,20070401_0949.npy
0949,N08E08,8,-8,332,50,Cro,4,3,Beta,2007-04-02,441.8419597543244,633.5906297333634,20070402_0949.npy
0949,N07W05,7,5,332,20,Axx,3,2,Alpha,2007-04-03,552.004970529487,625.1601768201617,20070403_0949.npy
0949,N08W19,8,19,332,10,Axx,1,1,Alpha,2007-04-04,667.6446018454217,630.2092379151247,20070404_0949.npy
0950,S12W32,-12,32,345,10,Bxo,2,2,Beta,2007-04-04,763.7752002108448,455.4149419932456,20070404_0950.npy
0951,S12E31,-12,-31,137,10,Axx,1,1,Alpha,2007-04-15,264.13030242384946,450.42395041317513,20070415_0951.npy
0952,S08W73,-8,73,202,20,Hrx,2,2,Alpha,2007-04-18,971.6212377595556,457.3708638288695,20070418_0952.npy
0951,S12W18,-12,18,134,10,Axx,1,1,Alpha,2007-04-19,657.0839917596196,452.391936495135,20070419_0951.npy
0953,S14E73,-14,-73,310,230,Hsx,4,4,Alpha,2007-04-26,61.01591978757909,405.58025910162615,20070426_0953.npy
0953,S10E61,-10,-61,309,450,Hkx,11,7,Alpha,2007-04-27,92.70568899790368,445.8217404201022,20070427_0953.npy
0953,S10E49,-10,-49,308,500,Dkc,7,8,Beta-Delta,2007-04-28,149.54371576478349,451.8150795306111,20070428_0953.npy
0953,S10E36,-10,-36,308,520,Dkc,8,10,Beta-Gamma,2007-04-29,229.01043800473207,456.8628347686831,20070429_0953.npy
0953,S10E23,-10,-23,308,500,Dki,5,8,Beta-Gamma-Delta,2007-04-30,323.22848252177425,460.1831334270119,20070430_0953.npy
0953,S10E09,-10,-9,308,480,Dki,5,13,Beta-Gamma-Delta,2007-05-01,435.2718155369817,461.7868728180544,20070501_0953.npy
0954,S05E29,-5,-29,288,30,Cao,4,5,Beta,2007-05-01,275.7325078322391,500.0853816697109,20070501_0954.npy
0953,S12W04,-12,4,308,440,Cko,7,8,Beta-Gamma,2007-05-02,543.3327571092849,444.473213041858,20070502_0953.npy
0954,S06E16,-6,-16,288,40,Bxo,3,4,Beta,2007-05-02,377.0720549809281,493.8514655526404,20070502_0954.npy
0953,S10W17,-10,17,308,420,Cko,7,10,Beta,2007-05-03,649.9103630645542,459.14212852552106,20070503_0953.npy
